3182.74,3491.77,0.990001,0.980056,0.142857,0.257143,0.1,0.442857
3183.25,3492.1,0.989989,0.980067,0.142857,0.257143,0.1,0.442857
3338.02,3270.29,0.935237,0.968544,0.128571,0.257143,0.185714,0.442857
3611.75,3729.7,0.902019,0.93903,0.171429,0.157143,0.171429,0.3
3610.69,3728.1,0.901849,0.938823,0.171429,0.157143,0.171429,0.3
3405.13,4150.74,0.91978,0.969483,0.1,0.357143,0.171429,0.128571
3405.52,4151.41,0.919842,0.969409,0.1,0.357143,0.171429,0.128571
3214.76,3480.4,0.941592,0.962719,0.114286,0.242857,0.128571,0.414286
3514.96,3819.97,0.92392,0.964403,0.2,0.2,0.185714,0.242857
3514.73,3819.58,0.92391,0.964385,0.2,0.2,0.185714,0.242857
3098.67,3808.15,0.927327,0.982908,0.171429,0.257143,0.214286,0.242857
3109.35,3311.58,0.929723,0.910752,0.142857,0.228571,0.128571,0.471429
3108.82,3311.02,0.929659,0.910643,0.142857,0.228571,0.128571,0.471429
3541.15,3807.94,0.925494,0.936563,0.157143,0.2,0.157143,0.271429
3540.35,3807.22,0.925536,0.936506,0.157143,0.2,0.157143,0.271429
3157.84,3537.71,0.950094,0.933973,0.114286,0.271429,0.128571,0.357143
3249.23,3581.18,0.954822,0.975369,0.142857,0.314286,0.185714,0.328571
3248.66,3580.63,0.954814,0.975383,0.142857,0.314286,0.185714,0.328571
2644.23,3309.53,0.926105,0.958648,0.114286,0.2,0.185714,0.442857
3446.24,3661.62,0.967463,0.956657,0.142857,0.228571,0.0714286,0.357143
3446.01,3661.3,0.967454,0.956637,0.142857,0.228571,0.0714286,0.357143
2922.1,3399.34,0.937676,0.921859,0.142857,0.242857,0.157143,0.414286
2922.54,3399.96,0.937659,0.921954,0.142857,0.242857,0.157143,0.414286
3677.08,3773.08,0.966877,0.984745,0.128571,0.242857,0.157143,0.271429
2868.56,3512.77,0.964988,0.964645,0.157143,0.185714,0.142857,0.328571
2868.81,3513.54,0.965024,0.964702,0.157143,0.185714,0.142857,0.328571
3200.13,3632.71,0.941851,0.973565,0.114286,0.285714,0.2,0.3
3200.12,3632.69,0.94185,0.973564,0.114286,0.285714,0.2,0.3
3468.7,3737.65,0.953708,0.964575,0.142857,0.2,0.0571429,0.328571
3389.25,3617.11,0.953994,0.981758,0.114286,0.242857,0.1,0.328571
3390.16,3618.22,0.954057,0.981813,0.114286,0.242857,0.1,0.328571
3585.11,3684.13,0.977171,0.967527,0.0857143,0.271429,0.114286,0.328571
3573.73,3565.02,0.91577,0.896322,0.157143,0.2,0.0857143,0.385714
3574.27,3565.6,0.915847,0.896379,0.157143,0.2,0.0857143,0.385714
3426.92,3718.4,0.960905,0.959669,0.185714,0.185714,0.114286,0.328571
3426.34,3717.74,0.960939,0.959632,0.185714,0.185714,0.114286,0.328571
3167.4,3212.39,0.920773,0.869687,0.142857,0.257143,0.0857143,0.557143
3150.34,3536.9,0.954161,0.936574,0.1,0.3,0.171429,0.357143
3149.32,3536,0.954099,0.936509,0.1,0.3,0.171429,0.357143
3321.87,3511.85,0.925942,0.928285,0.157143,0.214286,0.1,0.414286
3307.77,3859.06,0.911253,0.976977,0.114286,0.257143,0.185714,0.242857
3308.54,3860.73,0.911345,0.977097,0.114286,0.257143,0.185714,0.242857
3166.7,3372.53,0.96869,0.966873,0.142857,0.214286,0.114286,0.442857
3400.84,3436.15,0.949628,0.971203,0.128571,0.228571,0.0857143,0.414286
3400.61,3435.97,0.949605,0.971192,0.128571,0.228571,0.0857143,0.414286
3371.77,3430.7,0.918012,0.947744,0.0428571,0.3,0.114286,0.442857
3372.07,3449.59,0.918011,0.942405,0.0428571,0.3,0.114286,0.442857
2809.81,3357.05,0.891058,0.936899,0.185714,0.185714,0.114286,0.414286
3371.15,3864.59,0.936004,0.980858,0.128571,0.285714,0.185714,0.242857
3371.04,3864.44,0.935986,0.980849,0.128571,0.285714,0.185714,0.242857
